Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
naruto-uzumaki-3d-pvc-keychain-anime-keyring-with-yellow-strap,Naruto Uzumaki 3D PVC Keychain – Anime Keyring with Yellow Strap,"<p data-start=""162"" data-end=""582"">Show off your ninja spirit with this Naruto Uzumaki 3D PVC Keychain, featuring Naruto in his signature cloak and headband. Made from durable, high-quality PVC, this lightweight and stylish keyring includes a matching yellow ""Naruto"" wrist strap for extra convenience. Perfect for keys, backpacks, lanyards, or as a collectible, this keychain is a must-have for Naruto fans and anime lovers.</p>
<h3 data-start=""584"" data-end=""607"">Key Features:</h3>
<p data-start=""608"" data-end=""1006"">✔ Premium PVC Material – Flexible, durable, and built to last.<br data-start=""674"" data-end=""677"">✔ Authentic Naruto Design – Features Naruto Uzumaki in his classic look.<br data-start=""757"" data-end=""760"">✔ Bonus Wrist Strap – Includes a yellow ""Naruto"" strap for added style.<br data-start=""839"" data-end=""842"">✔ Lightweight &amp; Compact – Ideal for daily use without adding bulk.<br data-start=""916"" data-end=""919"">✔ Perfect Gift for Anime Fans – A must-have for Naruto Shippuden enthusiasts.</p>
<p data-start=""1008"" data-end=""1082"">Upgrade your accessories with this Naruto Uzumaki 3D Keychain today!</p>",DemonFlare,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Keychains,keychain,"3D Anime Keychain, 3D PVC Keychain, Anime Keychain, Gift for Anime Fans, Keychain for Bags & Backpacks, Naruto, Naruto Keychain, Naruto Uzumaki Keychain",true,Title,Default Title,,,,,,,,DFKCNT11,0.0,shopify,2,deny,manual,110.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/naruto_keychain-01147.webp?v=1752408374,1,"Show off your ninja spirit with this Naruto Uzumaki 3D PVC Keychain, featuring Naruto in his signature cloak and headband. Made from durable, high-quality PVC, this lightweight and stylish keyring includes a matching yellow ""Naruto"" wrist strap for extra",false,Naruto Uzumaki 3D PVC Keychain – Anime Keyring,"Show your ninja spirit with this durable Naruto keychain, perfect for fans and collectors. Grab yours now!",,,,,,,,,,,,0.0,0.0,,0,,kg,,50.00,active
naruto-uzumaki-3d-pvc-keychain-anime-keyring-with-yellow-strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/naruto_keychain-01148.webp?v=1752408374,2,"Show off your ninja spirit with this Naruto Uzumaki 3D PVC Keychain, featuring Naruto in his signature cloak and headband. Made from durable, high-quality PVC, this lightweight and stylish keyring includes a matching yellow ""Naruto"" wrist strap for extra",,,,,,,,,,,,,,,,,,,,,,,
itachi-uchiha-3d-pvc-keychain-naruto-anime-keyring-with-black-strap,Itachi Uchiha 3D PVC Keychain – Naruto Anime Keyring with Black Strap,"<p data-start=""167"" data-end=""564"">Carry the legacy of Itachi Uchiha with this Naruto-inspired 3D PVC keychain. Made from durable, high-quality PVC, this keychain features Itachi in his signature Akatsuki cloak, along with a black ""Naruto"" wrist strap for added convenience. Perfect for keys, backpacks, lanyards, or anime collections, this keyring is a must-have for Naruto fans and anime enthusiasts.</p>
<h3 data-start=""566"" data-end=""589"">Key Features:</h3>
<p data-start=""590"" data-end=""1008"">✔ Premium PVC Material – Durable, flexible, and long-lasting.<br data-start=""655"" data-end=""658"">✔ Authentic Itachi Uchiha Design – Features his iconic Akatsuki cloak and headband.<br data-start=""749"" data-end=""752"">✔ Bonus Wrist Strap – Includes a black ""Naruto"" strap for extra convenience.<br data-start=""836"" data-end=""839"">✔ Lightweight &amp; Practical – Ideal for daily use without adding bulk.<br data-start=""915"" data-end=""918"">✔ Perfect Gift for Anime Fans – A great collectible for Naruto Shippuden lovers.</p>
<p data-start=""1010"" data-end=""1083"">Upgrade your accessories with this Itachi Uchiha 3D Keychain today!</p>",DemonFlare,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Keychains,keychain,"3D Anime Keychain, Anime Keychain, Gift for Anime Fans, Itachi Uchiha Keychain, Keychain for Bags & Backpacks, Naruto Keychain",true,Title,Default Title,,,,,,,,DFKCNT10,0.0,shopify,2,deny,manual,110.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/naruto_keychain-01155.webp?v=1752408370,1,"Carry the legacy of Itachi Uchiha with this Naruto-inspired 3D PVC keychain. Made from durable, high-quality PVC, this keychain features Itachi in his signature Akatsuki cloak, along with a black ""Naruto"" wrist strap for added convenience. Perfect for key",false,Itachi Uchiha 3D PVC Keychain - Naruto Anime Keyring,"Get the Itachi Uchiha 3D PVC Keychain with a black strap. Perfect for anime fans! Durable, stylish, and a must-have for your collection.",,,,,,,,,,,,0.0,0.0,,0,,kg,,50.00,active
itachi-uchiha-3d-pvc-keychain-naruto-anime-keyring-with-black-strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/naruto_keychain-01156.webp?v=1752408370,2,"Carry the legacy of Itachi Uchiha with this Naruto-inspired 3D PVC keychain. Made from durable, high-quality PVC, this keychain features Itachi in his signature Akatsuki cloak, along with a black ""Naruto"" wrist strap for added convenience. Perfect for key",,,,,,,,,,,,,,,,,,,,,,,
naruto-rock-lee-3d-pvc-keychain-anime-keyring-with-green-strap,Naruto Rock Lee 3D PVC Keychain – Anime Keyring with Green Strap,"<p data-start=""162"" data-end=""558"">Show your love for Rock Lee with this Naruto-inspired 3D PVC keychain. Made from durable, high-quality PVC, this keychain features Rock Lee in his classic green jumpsuit, along with a matching green ""Naruto"" wrist strap for added style. Perfect for keys, backpacks, lanyards, or anime collectibles, this keychain is a must-have for Naruto fans and otaku enthusiasts.</p>
<h3 data-start=""560"" data-end=""583"">Key Features:</h3>
<p data-start=""584"" data-end=""1002"">✔ Premium PVC Material – Durable, flexible, and long-lasting.<br data-start=""649"" data-end=""652"">✔ Authentic Rock Lee Design – Captures his chibi-style look with vibrant details.<br data-start=""741"" data-end=""744"">✔ Bonus Wrist Strap – Includes a green ""Naruto"" strap for extra convenience.<br data-start=""828"" data-end=""831"">✔ Lightweight &amp; Practical – Perfect for daily use without adding bulk.<br data-start=""909"" data-end=""912"">✔ Perfect Gift for Anime Fans – A great collectible for Naruto Shippuden lovers.</p>
<p data-start=""1004"" data-end=""1079"">Upgrade your keychain collection with this Rock Lee 3D Keyring today!</p>",DemonFlare,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Keychains,keychain,"3D PVC Keychain, Anime Collectible, Anime Keychain, Gift for Anime Fans, Keychain, Naruto Keychain, Rock Lee, Rock Lee Keychain",true,Title,Default Title,,,,,,,,DFKCNT09,0.0,shopify,0,deny,manual,159.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/naruto_keychain-01145.webp?v=1752408365,1,"Show your love for Rock Lee with this Naruto-inspired 3D PVC keychain. Made from durable, high-quality PVC, this keychain features Rock Lee in his classic green jumpsuit, along with a matching green ""Naruto"" wrist strap for added style. Perfect for keys,",false,Naruto Rock Lee 3D PVC Keychain – Anime Keyring,"Show your love for Naruto with this Rock Lee 3D PVC keychain. Perfect for keys, backpacks, and anime collectibles!",,,,,,,,,,,,0.0,0.0,,0,,kg,,50.00,active
naruto-rock-lee-3d-pvc-keychain-anime-keyring-with-green-strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/naruto_keychain-01146.webp?v=1752408365,2,"Show your love for Rock Lee with this Naruto-inspired 3D PVC keychain. Made from durable, high-quality PVC, this keychain features Rock Lee in his classic green jumpsuit, along with a matching green ""Naruto"" wrist strap for added style. Perfect for keys,",,,,,,,,,,,,,,,,,,,,,,,
dragon-ball-z-master-roshi-3d-pvc-keychain-anime-keyring-with-strap-charm,Dragon Ball Z Master Roshi 3D PVC Keychain – Anime Keyring with Strap & Charm,"<p data-start=""175"" data-end=""587"">Carry the wisdom and humor of Master Roshi with this Dragon Ball Z 3D PVC Keychain. Featuring high-quality, durable PVC material, this detailed keyring showcases Master Roshi in his classic sunglasses and staff, along with an orange Dragon Ball Z wrist strap and basketball charm. Perfect for keys, backpacks, or anime collectibles, this keychain is a must-have for any DBZ fan.</p>
<h3 data-start=""589"" data-end=""612"">Key Features:</h3>
<p data-start=""613"" data-end=""1022"">✔ Premium PVC Material – Durable, flexible, and long-lasting.<br data-start=""678"" data-end=""681"">✔ Authentic Master Roshi Design – Captures his iconic look with vibrant details.<br data-start=""769"" data-end=""772"">✔ Bonus Accessories – Includes an orange DBZ wrist strap and mini basketball charm.<br data-start=""863"" data-end=""866"">✔ Lightweight &amp; Practical – Easy to carry without adding bulk.<br data-start=""932"" data-end=""935"">✔ Perfect Gift for Anime Fans – A great collectible for Dragon Ball Z lovers.</p>
<p data-start=""1024"" data-end=""1103"">Upgrade your keychain collection with this Master Roshi 3D Keyring today!</p>",DemonFlare,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Keychains,keychain,"Anime Keychain, Dragon Ball Z Keychain, Master Roshi Keychain",true,Title,Default Title,,,,,,,,DFKCDB04,0.0,shopify,0,deny,manual,159.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/keychain-01188.webp?v=1752408360,1,"Carry the wisdom and humor of Master Roshi with this Dragon Ball Z 3D PVC Keychain. Featuring high-quality, durable PVC material, this detailed keyring showcases Master Roshi in his classic sunglasses and staff, along with an orange Dragon Ball Z wrist st",false,Dragon Ball Z Master Roshi Keychain – Anime Keyring,"Get the Dragon Ball Z Master Roshi 3D PVC Keychain, a must-have anime keyring with charm, perfect for fans and collectors!",,,,,,,,,,,,0.0,0.0,,0,,kg,,50.00,active
dragon-ball-z-master-roshi-3d-pvc-keychain-anime-keyring-with-strap-charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/keychain-01188.png?v=1752408360,2,"Carry the wisdom and humor of Master Roshi with this Dragon Ball Z 3D PVC Keychain. Featuring high-quality, durable PVC material, this detailed keyring showcases Master Roshi in his classic sunglasses and staff, along with an orange Dragon Ball Z wrist st",,,,,,,,,,,,,,,,,,,,,,,
dragon-ball-z-goku-3d-pvc-keychain-classic-orange-gi-anime-keyring,Dragon Ball Z Goku 3D PVC Keychain – Classic Orange Gi Anime Keyring,"<p data-start=""166"" data-end=""498"">Carry the power of Goku with this Dragon Ball Z 3D PVC Keychain, featuring him in his iconic orange gi. Made from high-quality, durable PVC, this lightweight and vibrant keyring is perfect for keys, backpacks, lanyards, or as a collectible display piece. A must-have for DBZ fans and anime enthusiasts!</p>
<h3 data-start=""500"" data-end=""523"">Key Features:</h3>
<p data-start=""524"" data-end=""937"">✔ Premium PVC Material – Flexible, lightweight, and built to last.<br data-start=""594"" data-end=""597"">✔ 3D Character Design – Features Goku in his classic orange gi with detailed craftsmanship.<br data-start=""696"" data-end=""699"">✔ Compact &amp; Portable – Easy to carry without adding bulk.<br data-start=""760"" data-end=""763"">✔ Versatile Accessory – Ideal for keys, bags, or anime collectible displays.<br data-start=""847"" data-end=""850"">✔ Perfect Gift for Anime Fans – A great collectible for Dragon Ball Z lovers.</p>
<p data-start=""939"" data-end=""1007"">Upgrade your accessories with this Goku 3D PVC Keychain today!</p>",DemonFlare,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Keychains,keychain,"3D PVC Keychain, Anime Keychain, Dragon Ball Z Keychain, Goku Keychain, High-Quality PVC Keychain",true,Title,Default Title,,,,,,,,DFKCDB03,0.0,shopify,0,deny,manual,159.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/N_keychain-01184.webp?v=1752408355,1,"Carry the power of Goku with this Dragon Ball Z 3D PVC Keychain, featuring him in his iconic orange gi. Made from high-quality, durable PVC, this lightweight and vibrant keyring is perfect for keys, backpacks, lanyards, or as a collectible display piece.",false,Dragon Ball Z Goku 3D PVC Keychain – Anime Keyring,"Get the Dragon Ball Z Goku 3D PVC Keychain, a vibrant collectible featuring Goku in his classic orange gi. Ideal for anime fans!",,,,,,,,,,,,0.0,0.0,,0,,kg,,50.00,active
dragon-ball-z-goku-3d-pvc-keychain-classic-orange-gi-anime-keyring,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/keychain-01185.webp?v=1752408355,2,"Carry the power of Goku with this Dragon Ball Z 3D PVC Keychain, featuring him in his iconic orange gi. Made from high-quality, durable PVC, this lightweight and vibrant keyring is perfect for keys, backpacks, lanyards, or as a collectible display piece.",,,,,,,,,,,,,,,,,,,,,,,
sakura-haruno-3d-anime-keychain-durable-naruto-keyring-accessory,Sakura Haruno 3D Anime Keychain – Durable Naruto Keyring Accessory,"<p data-start=""164"" data-end=""525"">Carry the strength of Sakura Haruno with this 3D Anime Keychain, crafted from high-quality, durable materials for long-lasting use. Featuring a detailed and vibrant 3D character design, this lightweight and stylish keyring is perfect for keys, backpacks, lanyards, or as a collectible. A must-have for Naruto fans and anime lovers.</p>
<h3 data-start=""527"" data-end=""550"">Key Features:</h3>
<p data-start=""551"" data-end=""995"">✔ Premium Quality Build – Made from durable PVC, metal, or silicone for long-lasting use.<br data-start=""648"" data-end=""651"">✔ 3D Character Design – Captures Sakura Haruno’s signature look with vivid colors.<br data-start=""741"" data-end=""744"">✔ Lightweight &amp; Compact – Easy to carry without adding bulk.<br data-start=""808"" data-end=""811"">✔ Versatile Accessory – Attach to keys, bags, or use as a collectible display piece.<br data-start=""903"" data-end=""906"">✔ Perfect Gift for Anime Fans – A great choice for Naruto Shippuden collectors.</p>
<p data-start=""997"" data-end=""1075"">Upgrade your collection with this Sakura Haruno 3D Anime Keychain today!</p>",DemonFlare,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Keychains,keychain,"3D Anime Keychain, Gift for Anime Fans, High-Quality PVC Keychain, Naruto Keychain, Sakura, Sakura Haruno Keychain",true,Title,Default Title,,,,,,,,DFKCNT08,0.0,shopify,0,deny,manual,159.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/naruto_keychain-01149.webp?v=1752408350,1,"Carry the strength of Sakura Haruno with this 3D Anime Keychain, crafted from high-quality, durable materials for long-lasting use. Featuring a detailed and vibrant 3D character design, this lightweight and stylish keyring is perfect for keys, backpacks,",false,Sakura Haruno 3D Anime Keychain | Durable Naruto Keyring,Get the Sakura Haruno 3D Anime Keychain – a durable accessory for Naruto fans! Perfect for keys and collectibles. Shop now!,,,,,,,,,,,,0.0,0.0,,0,,kg,,50.00,active
sakura-haruno-3d-anime-keychain-durable-naruto-keyring-accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/naruto_keychain-01150.webp?v=1752408350,2,"Carry the strength of Sakura Haruno with this 3D Anime Keychain, crafted from high-quality, durable materials for long-lasting use. Featuring a detailed and vibrant 3D character design, this lightweight and stylish keyring is perfect for keys, backpacks,",,,,,,,,,,,,,,,,,,,,,,,
naruto-uzumaki-3d-silicone-keychain-durable-anime-keyring-accessory,Naruto Uzumaki 3D Silicone Keychain – Durable Anime Keyring Accessory,"<p data-start=""167"" data-end=""578"">Show your ninja spirit with this Naruto Uzumaki 3D Silicone Keychain, crafted from high-quality, flexible silicone for durability and style. Featuring a detailed 3D anime design, this lightweight and portable keyring is perfect for keys, backpacks, lanyards, and more. Whether you're a longtime fan of Naruto Shippuden or a collector of anime accessories, this keychain is a must-have.</p>
<h3 data-start=""580"" data-end=""603"">Key Features:</h3>
<p data-start=""604"" data-end=""1039"">✔ Premium Silicone Material – Soft, flexible, and long-lasting.<br data-start=""671"" data-end=""674"">✔ Detailed 3D Character Design – Features Naruto Uzumaki’s signature look with vibrant colors.<br data-start=""776"" data-end=""779"">✔ Lightweight &amp; Compact – Easy to carry without adding bulk.<br data-start=""843"" data-end=""846"">✔ Versatile Accessory – Ideal for keys, bags, or as a collectible display piece.<br data-start=""934"" data-end=""937"">✔ Perfect Gift for Anime Fans – A great collectible for Naruto lovers and otaku enthusiasts.</p>
<p data-start=""1041"" data-end=""1124"">Upgrade your accessories with this Naruto Uzumaki 3D Silicone Keychain today!</p>",DemonFlare,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Keychains,keychain,"3D Silicone Keychain, Anime Keychain, Naruto Keychain, Naruto Uzumaki Keychain, Uzumaki",true,Title,Default Title,,,,,,,,DFKCNT07,0.0,shopify,10,deny,manual,159.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/naruto_keychain-01151.webp?v=1752408345,1,"Show your ninja spirit with this Naruto Uzumaki 3D Silicone Keychain, crafted from high-quality, flexible silicone for durability and style. Featuring a detailed 3D anime design, this lightweight and portable keyring is perfect for keys, backpacks, lanyar",false,Naruto Uzumaki 3D Silicone Keychain - Durable Anime Keyring,"Show your ninja spirit with this durable Naruto Uzumaki 3D Silicone Keychain, perfect for anime fans and collectors.",,,,,,,,,,,,0.0,0.0,,0,,kg,,50.00,active
